Common_Name,Habitat_Type,Obs_Depth_m,Body_Length_cm,Body_Weight_kg,Sex,Water_Temp_C,Salinity_ppt,pH,Estimated_Age_yr
Wahoo,Marine,126.6,272.4,114.648,Male,25.7,35.3,8.04,4.6
Albacore Tuna,Marine,372.7,134.7,50.188,Male,4.5,36.3,8.1,6.2
Bluefin Tuna,Marine,790.4,383.2,607.316,Juvenile,1.2,35.6,7.84,15.3
Wahoo,Marine,181.1,256.8,98.147,Juvenile,25.9,33.7,8.21,2.3
Albacore Tuna,Marine,396.0,194.3,55.575,Female,3.3,33.1,8.28,5.2
Mahi-Mahi,Marine,119.3,220.8,36.08,Female,21.9,36.8,7.97,2.8
Yellowfin Tuna,Marine,743.2,211.2,206.045,Male,5.0,36.3,8.04,3.6
Wahoo,Marine,162.3,201.2,70.676,Juvenile,20.5,36.8,7.65,4.9
Mahi-Mahi,Marine,278.9,158.8,36.355,Juvenile,1.6,35.6,7.69,1.2
Blue Marlin,Marine,568.9,432.7,722.88,Male,2.1,33.5,7.8,11.1
Swordfish,Marine,579.3,357.6,902.535,Male,2.4,33.6,7.9,5.2
Bluefin Tuna,Marine,784.8,369.5,580.571,Juvenile,2.0,36.0,8.16,8.1
Swordfish,Marine,460.5,528.5,504.111,Female,1.6,34.8,7.77,3.3
Bluefin Tuna,Marine,122.1,321.6,712.252,Male,25.1,35.4,7.73,11.7
Bluefin Tuna,Marine,348.4,466.9,658.02,Male,5.9,35.2,7.89,22.9
Sailfish,Marine,108.7,296.0,94.917,Male,22.4,33.4,8.18,4.3
Wahoo,Marine,180.7,202.9,69.129,Male,22.3,34.3,7.58,3.6
Bluefin Tuna,Marine,291.1,409.7,346.91,Female,2.9,33.4,7.81,15.2
Swordfish,Marine,247.6,453.3,551.888,Male,1.0,33.2,8.36,5.2
Blue Marlin,Marine,273.0,567.3,677.464,Juvenile,4.6,33.9,8.1,9.7
Swordfish,Marine,750.9,408.8,622.689,Male,3.2,36.0,8.16,3.2
Blue Marlin,Marine,554.4,463.9,633.385,Male,1.1,34.6,7.88,11.7
Blue Marlin,Marine,32.8,553.1,783.468,Female,24.5,34.7,7.93,15.0
Albacore Tuna,Marine,443.8,141.1,47.219,Female,4.9,33.2,8.26,5.5
Sailfish,Marine,127.3,261.5,64.164,Male,24.0,34.0,8.29,7.8
Albacore Tuna,Marine,365.6,163.4,59.087,Male,2.1,34.7,7.88,6.9
Mahi-Mahi,Marine,200.2,208.9,46.677,Female,1.3,35.7,7.89,2.2
Albacore Tuna,Marine,548.7,191.3,50.905,Female,1.6,34.8,7.68,8.4
Mahi-Mahi,Marine,128.1,220.1,39.225,Male,22.9,33.9,8.29,3.1
Wahoo,Marine,195.5,228.9,93.863,Juvenile,18.9,35.0,8.32,5.7
Mahi-Mahi,Marine,188.0,213.8,34.524,Juvenile,23.8,36.0,7.89,2.9
Swordfish,Marine,642.6,390.4,558.59,Male,5.2,33.1,7.5,1.5
Mahi-Mahi,Marine,170.1,202.1,23.665,Juvenile,24.6,33.2,8.34,1.6
Yellowfin Tuna,Marine,461.4,233.7,236.92,Female,2.5,33.3,7.63,3.7
Sailfish,Marine,167.0,370.3,86.735,Male,21.5,33.3,8.11,6.6
Mahi-Mahi,Marine,117.4,221.1,46.572,Female,22.5,35.3,8.01,4.1
Sailfish,Marine,87.3,324.7,88.872,Female,28.9,36.4,7.65,5.2
Wahoo,Marine,136.7,230.1,88.705,Male,24.3,34.5,7.68,3.3
Albacore Tuna,Marine,386.9,169.3,65.562,Male,1.9,36.6,7.59,5.1
Yellowfin Tuna,Marine,844.1,250.2,237.769,Male,1.1,36.9,7.6,3.8
Mahi-Mahi,Marine,88.6,190.9,32.494,Juvenile,28.7,35.9,7.86,2.6
Blue Marlin,Marine,487.8,579.1,742.276,Juvenile,1.5,34.0,8.07,9.8
Sailfish,Marine,205.3,309.6,88.986,Female,3.6,33.2,7.9,5.8
Blue Marlin,Marine,494.8,481.2,1163.705,Juvenile,4.8,33.1,7.55,19.6
Albacore Tuna,Marine,112.5,106.6,79.658,Male,23.1,33.9,8.14,5.5
Sailfish,Marine,193.6,333.8,94.153,Male,21.8,36.3,7.82,5.9
Bluefin Tuna,Marine,813.1,372.7,610.051,Male,6.0,33.7,7.98,23.8
Mahi-Mahi,Marine,215.2,190.9,53.209,Juvenile,5.0,33.1,8.25,3.0
Albacore Tuna,Marine,371.2,124.1,51.859,Juvenile,4.4,36.4,7.52,4.6
Sailfish,Marine,25.6,325.7,82.708,Female,22.0,35.9,7.96,6.5
Swordfish,Marine,326.0,308.0,763.444,Juvenile,2.7,36.8,7.63,4.5
Sailfish,Marine,350.0,299.3,111.518,Female,3.2,33.9,7.51,4.9
Yellowfin Tuna,Marine,861.9,195.5,187.595,Male,3.4,34.1,8.31,5.9
Albacore Tuna,Marine,449.9,157.8,49.4,Juvenile,1.8,34.7,8.16,7.9
Yellowfin Tuna,Marine,239.8,215.7,223.89,Juvenile,2.3,37.0,7.9,3.3
Albacore Tuna,Marine,295.1,152.8,67.803,Female,1.7,34.0,8.36,5.5
Swordfish,Marine,246.0,380.5,635.086,Male,2.5,35.7,8.38,6.1
Bluefin Tuna,Marine,489.6,362.1,583.292,Juvenile,5.9,36.5,7.72,16.8
Bluefin Tuna,Marine,323.9,410.1,591.769,Female,5.3,35.7,8.23,11.7
Mahi-Mahi,Marine,215.7,193.9,40.556,Male,3.7,33.0,7.92,4.3
Wahoo,Marine,228.8,237.1,77.154,Female,4.2,33.2,7.57,2.1
Sailfish,Marine,162.4,294.4,113.321,Female,29.6,33.8,8.19,8.0
Yellowfin Tuna,Marine,833.2,187.1,267.995,Juvenile,1.1,35.6,8.17,1.0
Yellowfin Tuna,Marine,604.3,235.7,203.445,Male,1.8,35.9,8.33,4.3
Albacore Tuna,Marine,133.9,126.0,75.603,Female,21.0,35.2,7.71,6.1
Mahi-Mahi,Marine,107.3,279.6,42.598,Juvenile,24.1,36.7,8.06,3.4
Albacore Tuna,Marine,345.9,128.7,58.024,Male,2.5,34.6,8.21,7.3
Yellowfin Tuna,Marine,585.4,243.5,216.739,Juvenile,1.1,34.8,8.35,1.2
Blue Marlin,Marine,966.3,494.1,883.886,Juvenile,2.1,34.3,8.37,19.7
Albacore Tuna,Marine,587.7,148.6,67.799,Juvenile,4.0,34.9,8.38,7.1
Sailfish,Marine,350.0,282.0,59.903,Male,5.4,34.5,8.15,7.6
Blue Marlin,Marine,951.5,487.8,863.198,Male,4.1,34.9,7.9,11.1
Swordfish,Marine,310.7,466.3,658.978,Female,2.9,34.4,8.1,3.5
Albacore Tuna,Marine,263.2,151.0,57.164,Male,4.6,34.4,8.31,7.1
Yellowfin Tuna,Marine,540.9,193.9,241.25,Male,1.8,34.7,8.33,3.6
Bluefin Tuna,Marine,278.1,439.2,549.027,Juvenile,5.6,34.0,7.69,11.4
Sailfish,Marine,167.4,316.2,90.262,Juvenile,22.5,33.8,8.08,2.9
Mahi-Mahi,Marine,85.2,221.9,43.252,Juvenile,21.0,37.0,8.06,4.4
Swordfish,Marine,101.4,466.4,533.958,Female,29.9,34.9,7.75,3.3
Yellowfin Tuna,Marine,238.9,251.0,220.441,Juvenile,3.1,36.8,7.76,4.4
Albacore Tuna,Marine,285.4,157.4,52.881,Male,5.3,36.5,8.06,6.9
Blue Marlin,Marine,746.5,547.1,697.235,Juvenile,3.6,34.7,8.14,13.0
Mahi-Mahi,Marine,280.0,200.4,49.173,Female,4.5,34.6,7.87,4.0
Albacore Tuna,Marine,0.0,198.5,65.29,Juvenile,29.9,35.8,8.07,5.3
Sailfish,Marine,12.8,295.6,86.115,Juvenile,19.9,35.0,8.34,3.2
Swordfish,Marine,266.0,422.4,452.729,Male,4.3,35.5,7.78,5.7
Albacore Tuna,Marine,35.9,157.8,45.725,Juvenile,19.9,33.2,8.04,6.8
Mahi-Mahi,Marine,233.2,196.2,47.615,Juvenile,5.4,35.0,7.62,1.1
Albacore Tuna,Marine,561.7,143.8,71.981,Juvenile,1.1,34.6,7.65,7.6
Swordfish,Marine,731.2,397.1,615.046,Male,5.4,33.5,8.07,4.4
Blue Marlin,Marine,906.5,458.8,773.926,Juvenile,5.8,35.0,8.28,5.1
Swordfish,Marine,375.2,482.4,700.866,Juvenile,3.5,36.2,7.84,2.1
Sailfish,Marine,316.6,324.7,51.704,Male,1.8,33.5,8.19,3.1
Yellowfin Tuna,Marine,524.3,235.8,243.172,Female,4.2,33.6,8.29,4.4
Yellowfin Tuna,Marine,241.4,236.5,181.244,Juvenile,1.4,34.6,8.14,2.7
Blue Marlin,Marine,994.5,547.7,863.122,Female,3.2,36.0,7.81,15.5
Yellowfin Tuna,Marine,546.0,228.0,242.129,Female,5.9,34.3,7.94,5.2
Blue Marlin,Marine,619.6,553.2,1020.695,Juvenile,3.0,34.8,8.15,14.6
Bluefin Tuna,Marine,147.0,298.3,740.119,Female,22.6,33.9,7.97,17.3
Yellowfin Tuna,Marine,688.7,230.4,158.128,Male,5.7,35.1,8.05,4.8
Blue Marlin,Marine,894.4,438.2,767.259,Female,1.2,36.4,8.27,17.7
Wahoo,Marine,182.5,231.3,91.006,Male,27.0,33.7,7.74,5.2
Wahoo,Marine,193.6,297.8,82.825,Juvenile,25.0,33.6,8.14,6.6
Yellowfin Tuna,Marine,330.8,223.2,185.191,Juvenile,4.5,37.0,8.1,3.3
Swordfish,Marine,643.6,404.2,496.0,Juvenile,1.1,36.5,8.12,4.3
Bluefin Tuna,Marine,369.3,380.2,718.394,Female,4.1,36.9,8.16,10.2
Blue Marlin,Marine,788.3,424.6,606.805,Juvenile,4.7,36.4,7.6,16.3
Bluefin Tuna,Marine,833.7,350.0,602.271,Male,3.1,35.2,7.82,18.9
Wahoo,Marine,154.3,254.5,101.464,Juvenile,19.8,37.0,8.14,2.6
Sailfish,Marine,45.3,323.8,93.219,Juvenile,28.7,35.1,7.8,7.1
Albacore Tuna,Marine,533.0,121.4,55.241,Female,3.0,35.5,7.59,8.7
Wahoo,Marine,255.4,216.8,64.43,Female,5.7,37.0,8.05,4.5
Yellowfin Tuna,Marine,323.7,249.1,204.828,Male,1.8,34.5,7.98,5.0
Wahoo,Marine,271.5,242.9,39.519,Female,5.2,36.8,7.62,3.1
Albacore Tuna,Marine,88.4,130.3,77.724,Female,22.5,36.9,8.21,8.6
Blue Marlin,Marine,448.3,594.5,863.012,Juvenile,1.8,35.5,7.91,17.4
Bluefin Tuna,Marine,217.5,343.6,632.121,Juvenile,5.1,36.7,7.87,13.9
Yellowfin Tuna,Marine,675.0,196.4,141.462,Female,3.9,33.8,7.99,3.6
Albacore Tuna,Marine,154.2,120.4,55.944,Male,27.1,34.0,8.03,7.1
Sailfish,Marine,145.3,311.9,98.345,Female,21.1,36.2,8.35,3.7
Mahi-Mahi,Marine,128.4,204.3,30.81,Male,24.9,34.5,8.13,3.0
Mahi-Mahi,Marine,151.5,171.8,35.877,Juvenile,19.0,35.5,7.67,0.5
Mahi-Mahi,Marine,158.0,272.7,43.707,Male,27.6,33.4,7.59,1.8
Blue Marlin,Marine,1000.0,624.6,920.808,Female,1.7,36.7,7.5,14.0
Swordfish,Marine,65.4,383.0,612.391,Female,23.6,36.3,7.72,4.2
Bluefin Tuna,Marine,506.6,369.6,620.292,Juvenile,4.1,35.8,8.1,18.4
Sailfish,Marine,98.5,294.9,96.262,Juvenile,23.5,35.5,8.08,4.0
Sailfish,Marine,223.5,314.1,96.981,Male,1.6,33.3,7.7,7.7
Sailfish,Marine,267.4,314.3,76.088,Juvenile,1.9,33.4,8.13,5.0
Mahi-Mahi,Marine,120.6,190.0,30.357,Male,28.1,34.8,8.06,2.1
Mahi-Mahi,Marine,102.1,188.0,49.686,Juvenile,18.8,34.5,7.65,2.1
Sailfish,Marine,299.0,385.9,102.733,Male,3.9,36.2,7.55,5.9
Blue Marlin,Marine,889.3,451.7,833.751,Male,1.5,33.9,8.05,15.8
Albacore Tuna,Marine,353.0,150.9,56.11,Male,2.2,35.2,8.05,7.9
Albacore Tuna,Marine,320.3,103.8,49.934,Female,4.5,33.2,7.87,7.6
Bluefin Tuna,Marine,578.6,407.6,774.39,Juvenile,1.0,36.9,7.79,21.5
Sailfish,Marine,114.7,265.4,85.987,Female,29.1,33.5,8.39,3.9
Blue Marlin,Marine,801.5,549.7,855.21,Juvenile,2.9,36.0,7.89,18.9
Bluefin Tuna,Marine,650.6,318.9,656.21,Female,1.8,33.8,8.23,19.5
Sailfish,Marine,110.0,290.3,90.188,Female,19.2,33.6,8.25,4.1
Blue Marlin,Marine,533.1,633.9,795.22,Male,5.9,33.7,7.74,6.8
Swordfish,Marine,339.9,479.1,741.23,Juvenile,1.1,34.2,8.01,5.2
Wahoo,Marine,257.7,219.0,75.029,Juvenile,2.5,35.6,7.55,5.7
Mahi-Mahi,Marine,160.2,160.8,43.214,Male,25.9,36.7,7.88,3.6
Bluefin Tuna,Marine,390.9,393.6,630.852,Juvenile,3.1,36.2,7.93,10.5
Albacore Tuna,Marine,435.6,142.9,66.381,Female,1.0,33.3,7.76,5.5
Mahi-Mahi,Marine,133.0,170.4,36.036,Juvenile,19.4,34.3,7.64,2.9
Yellowfin Tuna,Marine,244.9,239.3,173.751,Male,1.2,33.6,7.52,5.1
Albacore Tuna,Marine,0.0,143.8,56.154,Male,23.9,35.6,8.38,4.9
Blue Marlin,Marine,352.7,458.1,834.305,Male,2.0,36.2,8.36,17.9
Yellowfin Tuna,Marine,404.7,221.1,204.603,Male,2.7,36.0,7.63,1.1
Swordfish,Marine,163.7,361.8,761.95,Female,26.1,36.6,7.67,3.1
Yellowfin Tuna,Marine,513.2,178.7,166.643,Female,3.4,34.6,7.81,3.1
Bluefin Tuna,Marine,803.2,492.2,591.206,Juvenile,3.9,33.1,8.4,19.0
Wahoo,Marine,157.8,254.4,87.031,Juvenile,28.7,33.4,7.86,6.6
Mahi-Mahi,Marine,280.0,192.6,32.762,Female,5.5,36.0,8.33,1.4
Sailfish,Marine,225.3,327.6,131.74,Male,1.6,36.5,7.74,4.2
Albacore Tuna,Marine,568.0,114.6,52.253,Juvenile,2.6,35.7,7.7,7.0
Mahi-Mahi,Marine,26.7,207.4,48.507,Male,27.8,34.6,8.28,1.6
Blue Marlin,Marine,569.6,476.1,934.747,Juvenile,2.2,35.3,8.1,15.7
Mahi-Mahi,Marine,96.8,236.4,37.326,Female,20.1,34.1,7.65,2.4
Mahi-Mahi,Marine,197.3,190.2,46.795,Male,20.2,34.9,7.52,3.1
Wahoo,Marine,185.2,135.1,66.358,Female,19.7,35.6,8.21,3.6
Wahoo,Marine,160.4,250.4,81.461,Male,21.5,35.8,8.34,4.6
Blue Marlin,Marine,0.0,411.3,1067.809,Female,25.4,34.4,8.11,14.3
Yellowfin Tuna,Marine,278.2,225.6,224.066,Female,2.9,33.9,7.69,4.3
Sailfish,Marine,177.6,357.4,82.113,Female,24.3,36.3,8.37,8.5
Yellowfin Tuna,Marine,287.6,198.6,237.443,Female,1.6,34.4,7.61,3.6
Wahoo,Marine,25.5,201.8,94.76,Juvenile,20.2,36.4,8.17,6.0
Yellowfin Tuna,Marine,807.9,215.9,205.488,Juvenile,1.5,36.4,8.23,3.7
Mahi-Mahi,Marine,197.2,228.9,33.377,Juvenile,20.4,36.0,8.03,2.3
Sailfish,Marine,270.7,324.3,84.471,Male,6.0,36.2,7.8,9.0
Mahi-Mahi,Marine,126.3,204.4,37.083,Female,18.8,35.9,7.91,1.2
Mahi-Mahi,Marine,280.0,171.0,30.132,Juvenile,1.8,36.6,7.82,3.2
Sailfish,Marine,230.3,325.3,97.541,Female,3.2,35.2,7.63,8.4
Albacore Tuna,Marine,338.2,106.7,51.222,Juvenile,5.5,35.1,7.59,8.5
Mahi-Mahi,Marine,6.0,218.0,31.737,Juvenile,22.1,34.6,7.93,2.4
Swordfish,Marine,556.0,352.2,701.973,Male,1.8,36.9,7.93,6.1
Sailfish,Marine,208.7,288.4,91.846,Juvenile,4.4,36.4,8.02,3.0
Bluefin Tuna,Marine,575.4,361.5,687.945,Juvenile,1.2,35.3,7.96,9.5
Swordfish,Marine,381.1,491.6,491.421,Juvenile,1.5,33.5,8.38,3.9
Swordfish,Marine,646.1,347.6,525.815,Female,2.1,35.5,7.87,4.4
Sailfish,Marine,221.8,340.3,85.385,Female,5.7,34.5,8.18,7.3
Blue Marlin,Marine,396.4,682.6,893.835,Male,4.5,36.1,7.51,11.1
Mahi-Mahi,Marine,47.6,219.8,42.025,Female,25.0,35.9,7.56,2.3
Wahoo,Marine,67.6,267.9,61.518,Female,23.6,35.9,7.76,4.6
Bluefin Tuna,Marine,238.9,377.8,567.234,Juvenile,2.6,34.4,8.21,20.6
Wahoo,Marine,313.0,192.2,95.281,Male,5.4,34.2,7.84,4.0
Bluefin Tuna,Marine,407.0,390.1,641.275,Male,3.3,34.3,7.63,10.1
Mahi-Mahi,Marine,163.5,262.8,35.155,Juvenile,28.1,34.9,8.37,2.4
Mahi-Mahi,Marine,118.5,273.1,49.875,Male,24.4,34.4,7.7,2.3
Mahi-Mahi,Marine,150.1,214.3,35.808,Juvenile,20.0,33.4,7.96,5.0
Mahi-Mahi,Marine,64.5,163.1,49.427,Female,20.4,36.9,7.52,5.2
Sailfish,Marine,253.6,375.7,92.153,Male,4.0,33.0,8.0,4.7
Wahoo,Marine,158.7,273.4,58.656,Female,28.5,36.3,7.69,5.7
Swordfish,Marine,342.6,398.6,664.874,Female,4.9,35.6,7.88,4.7
Blue Marlin,Marine,653.6,516.6,866.538,Male,5.0,36.3,8.34,9.6
Sailfish,Marine,92.6,339.0,105.887,Female,29.7,35.4,7.72,2.9
Blue Marlin,Marine,358.2,466.7,913.747,Juvenile,4.9,36.2,7.53,10.7
Wahoo,Marine,176.4,205.5,74.254,Male,23.4,36.2,7.88,4.7
Wahoo,Marine,288.2,212.7,92.844,Male,2.0,33.2,7.75,4.3
Mahi-Mahi,Marine,94.5,217.0,43.435,Female,20.6,34.7,8.02,1.9
Blue Marlin,Marine,416.2,487.6,894.42,Female,4.9,34.2,8.34,18.5
Albacore Tuna,Marine,309.0,134.0,56.455,Juvenile,5.2,36.8,8.06,5.7
Mahi-Mahi,Marine,21.3,243.9,28.188,Female,24.5,36.5,8.2,2.1
Yellowfin Tuna,Marine,352.0,219.9,169.34,Female,1.9,35.6,7.75,3.7
Albacore Tuna,Marine,195.7,175.6,77.68,Juvenile,18.7,34.3,8.24,3.7
Mahi-Mahi,Marine,163.4,189.0,41.995,Female,20.6,34.7,7.65,1.9
Yellowfin Tuna,Marine,747.2,299.1,196.008,Female,2.4,33.8,8.39,3.7
Sailfish,Marine,199.4,299.3,60.971,Juvenile,25.5,34.9,7.91,3.7
Albacore Tuna,Marine,270.6,137.0,39.915,Juvenile,5.1,35.6,7.83,8.5
Sailfish,Marine,128.3,275.8,84.796,Female,20.0,34.2,8.05,8.3
Albacore Tuna,Marine,529.8,123.4,69.967,Juvenile,2.9,36.1,7.65,7.7
Bluefin Tuna,Marine,644.9,442.7,521.769,Juvenile,1.8,33.7,8.31,15.2
Sailfish,Marine,152.7,307.9,102.805,Male,25.8,36.1,8.37,9.2
Yellowfin Tuna,Marine,27.1,195.4,183.879,Female,21.7,33.0,8.12,3.8
Albacore Tuna,Marine,204.6,127.2,41.766,Male,4.0,33.0,7.6,5.3
Swordfish,Marine,392.6,354.1,567.54,Juvenile,2.1,34.6,8.24,4.4
Mahi-Mahi,Marine,251.1,153.2,40.648,Juvenile,1.6,34.7,8.23,1.3
Albacore Tuna,Marine,406.6,139.3,80.012,Juvenile,2.5,35.1,7.99,7.4
Blue Marlin,Marine,311.7,460.7,768.052,Juvenile,3.6,36.2,7.81,14.0
Mahi-Mahi,Marine,133.8,217.1,40.857,Juvenile,18.5,36.3,8.04,1.9
Mahi-Mahi,Marine,67.8,200.8,34.247,Male,26.4,33.8,8.23,3.0
Sailfish,Marine,192.4,289.1,81.233,Male,22.6,33.2,7.81,4.2
Blue Marlin,Marine,0.0,399.0,836.506,Female,27.1,35.2,8.0,15.1
Bluefin Tuna,Marine,652.5,424.5,810.189,Male,5.6,35.8,8.27,20.5
Yellowfin Tuna,Marine,225.1,221.5,202.084,Male,4.5,36.1,8.06,3.4
Sailfish,Marine,50.4,367.5,99.89,Female,21.2,35.1,8.16,3.1
Blue Marlin,Marine,386.6,513.4,859.614,Female,5.8,34.1,7.62,20.9
Wahoo,Marine,293.4,258.1,89.115,Juvenile,2.3,37.0,7.95,3.4
Albacore Tuna,Marine,108.9,119.1,74.453,Juvenile,20.0,36.5,7.77,8.4
Wahoo,Marine,235.3,209.7,75.287,Juvenile,5.7,36.7,7.73,3.9
Blue Marlin,Marine,844.9,438.2,1134.664,Juvenile,1.5,35.8,8.01,13.1
Swordfish,Marine,364.5,233.7,604.33,Female,3.5,35.9,7.84,6.1
Yellowfin Tuna,Marine,495.4,233.5,190.829,Juvenile,4.8,33.9,8.03,1.6
Albacore Tuna,Marine,212.0,127.0,81.044,Male,1.7,34.3,7.51,6.7
Yellowfin Tuna,Marine,476.3,240.3,243.809,Juvenile,4.9,35.2,8.2,3.6
Blue Marlin,Marine,489.0,427.2,812.165,Male,3.4,36.5,7.82,16.3
Bluefin Tuna,Marine,187.4,415.2,588.822,Male,21.7,36.5,8.31,13.8
Wahoo,Marine,97.9,330.3,64.622,Male,24.2,34.4,8.26,2.4
Bluefin Tuna,Marine,369.7,370.6,670.987,Male,2.7,35.6,7.71,24.1
Sailfish,Marine,32.6,328.4,102.305,Female,23.9,35.3,8.2,5.0
Yellowfin Tuna,Marine,727.4,245.3,217.07,Male,1.9,33.7,8.05,2.0
Bluefin Tuna,Marine,279.3,385.4,506.667,Female,5.9,36.7,7.86,0.4
Bluefin Tuna,Marine,767.5,455.5,590.204,Female,4.7,33.2,7.97,13.4
Wahoo,Marine,53.5,260.7,73.068,Female,27.7,35.5,7.98,7.2
Blue Marlin,Marine,260.5,492.0,1003.178,Male,1.2,33.4,7.79,10.0
Mahi-Mahi,Marine,82.9,269.3,50.54,Juvenile,25.5,36.8,8.34,1.1
Bluefin Tuna,Marine,384.8,431.8,650.99,Female,1.0,33.8,7.98,22.6
Swordfish,Marine,390.5,455.7,661.455,Female,1.5,33.5,8.03,4.8
Swordfish,Marine,738.8,428.7,424.778,Male,3.8,36.2,7.82,6.6
Yellowfin Tuna,Marine,387.6,205.6,176.495,Female,5.4,35.2,7.79,4.0
Wahoo,Marine,219.6,249.8,104.479,Juvenile,3.1,34.4,8.27,1.1
Wahoo,Marine,111.9,225.2,86.076,Female,18.5,37.0,8.39,6.1
Albacore Tuna,Marine,491.3,127.5,76.372,Male,5.3,33.4,7.63,6.1
Swordfish,Marine,321.2,377.2,648.156,Male,3.8,33.4,7.97,3.8
Bluefin Tuna,Marine,563.4,395.3,594.334,Female,4.8,34.6,7.94,13.6
Yellowfin Tuna,Marine,216.0,215.7,177.953,Male,3.2,35.8,7.53,2.6
Blue Marlin,Marine,480.5,575.9,868.648,Male,5.6,36.2,8.14,19.6
Mahi-Mahi,Marine,25.4,232.8,40.792,Female,21.9,35.9,8.27,1.1
Blue Marlin,Marine,779.2,530.3,699.896,Juvenile,5.6,36.2,7.98,14.3
Bluefin Tuna,Marine,780.5,349.3,482.687,Male,2.7,36.8,7.65,20.1
Yellowfin Tuna,Marine,429.2,180.0,203.652,Female,1.9,33.1,7.91,5.2
Sailfish,Marine,219.4,341.8,82.137,Female,5.3,36.3,7.82,1.5
Sailfish,Marine,274.3,349.8,84.609,Male,5.7,34.0,7.89,4.2
Yellowfin Tuna,Marine,56.1,207.4,210.022,Female,22.9,34.8,7.6,3.1
Bluefin Tuna,Marine,806.6,345.7,390.037,Male,5.8,34.9,8.26,11.8
Mahi-Mahi,Marine,222.0,238.1,43.209,Juvenile,1.1,36.7,7.6,5.3
Swordfish,Marine,515.4,422.9,604.515,Juvenile,5.2,36.0,8.36,4.6
Swordfish,Marine,471.7,413.9,648.268,Male,3.2,34.9,7.56,6.2
Albacore Tuna,Marine,249.9,102.9,49.783,Female,4.1,35.7,7.6,12.0
Swordfish,Marine,540.0,397.7,597.065,Female,2.1,35.7,7.53,5.7
Wahoo,Marine,196.9,266.2,91.786,Juvenile,18.5,34.5,8.03,6.6
Bluefin Tuna,Marine,194.9,445.9,799.882,Juvenile,19.6,34.4,8.38,20.6
Swordfish,Marine,431.4,386.6,533.56,Male,4.2,34.5,7.98,4.4
Swordfish,Marine,462.8,363.9,614.339,Juvenile,1.2,35.9,7.54,8.3
Yellowfin Tuna,Marine,435.7,172.6,227.511,Female,3.7,33.4,7.57,4.4
Bluefin Tuna,Marine,420.4,344.0,551.857,Juvenile,2.8,35.7,8.08,10.1
Wahoo,Marine,225.6,241.3,58.751,Female,3.1,35.3,7.89,2.6
Yellowfin Tuna,Marine,370.1,185.7,178.736,Female,3.0,36.4,7.82,3.1
Bluefin Tuna,Marine,557.7,323.3,584.603,Male,1.9,35.5,7.7,17.3
Mahi-Mahi,Marine,171.4,176.0,27.858,Male,29.0,36.3,7.64,1.6
Wahoo,Marine,56.1,248.4,74.536,Male,28.7,35.7,8.35,4.4
Blue Marlin,Marine,580.2,387.8,808.236,Male,2.6,34.4,7.96,12.4
Blue Marlin,Marine,481.1,478.3,788.937,Male,3.3,36.1,7.68,16.9
Swordfish,Marine,598.6,324.5,533.034,Male,3.3,36.2,7.53,4.3
Albacore Tuna,Marine,281.3,152.6,45.739,Female,3.7,36.4,8.09,6.4
Mahi-Mahi,Marine,197.8,180.7,32.354,Juvenile,21.4,36.3,7.96,4.8
Sailfish,Marine,244.5,311.3,106.136,Male,5.4,33.1,7.67,9.2
Blue Marlin,Marine,679.6,435.6,854.07,Male,1.3,35.0,7.55,11.8
Wahoo,Marine,197.4,237.4,90.619,Juvenile,23.0,36.9,7.59,7.0
Blue Marlin,Marine,715.6,556.9,898.633,Female,3.1,35.6,7.98,29.9
Sailfish,Marine,246.9,232.7,126.717,Juvenile,4.8,34.8,7.83,2.7
Wahoo,Marine,112.7,277.7,72.011,Male,27.4,35.8,8.28,4.8
Bluefin Tuna,Marine,603.1,377.2,576.058,Juvenile,4.2,36.5,8.28,21.3
Mahi-Mahi,Marine,41.0,225.0,33.157,Male,28.9,33.3,7.74,2.7
Mahi-Mahi,Marine,101.6,161.7,44.078,Female,28.0,34.6,7.78,2.9
Wahoo,Marine,268.3,244.9,94.74,Juvenile,2.2,36.1,8.1,7.1
Sailfish,Marine,207.0,249.0,70.805,Female,5.3,35.3,7.87,3.3
Wahoo,Marine,134.7,316.5,81.365,Female,20.4,36.8,7.51,4.3
Mahi-Mahi,Marine,184.9,218.8,43.417,Female,27.0,33.9,7.83,1.3
Swordfish,Marine,149.9,463.4,623.07,Male,29.6,35.7,7.89,0.0
Bluefin Tuna,Marine,201.4,447.8,718.323,Male,5.0,36.2,7.61,14.9
Sailfish,Marine,350.0,277.1,74.7,Juvenile,2.5,33.7,7.94,5.9
Yellowfin Tuna,Marine,829.0,198.5,180.319,Male,4.6,34.1,8.12,3.8
Albacore Tuna,Marine,536.5,142.9,81.073,Juvenile,4.1,35.2,8.02,5.4
Swordfish,Marine,212.9,401.5,552.145,Male,5.9,35.7,7.92,7.9
Swordfish,Marine,157.6,557.5,636.121,Male,29.6,35.3,7.96,3.9
Sailfish,Marine,180.2,393.9,101.575,Juvenile,29.8,34.6,7.58,5.9
Sailfish,Marine,82.2,317.6,105.507,Female,20.4,34.7,7.68,5.5
Wahoo,Marine,253.7,227.3,61.428,Female,3.0,33.8,7.94,5.0
Mahi-Mahi,Marine,93.4,191.3,45.871,Male,29.9,33.2,8.16,3.1
Wahoo,Marine,185.1,251.4,91.078,Male,23.6,35.9,7.88,2.8
Swordfish,Marine,428.1,424.8,455.685,Female,5.9,34.9,7.94,4.5
